H 0  0  1  1  0  1 ,H 1  0  0  0  0  1 ,H 1  1  1  0  0  0 ,H 0  0  0  1  0  0 ,H 0  0  0  0  1  0 ,H 1  1  1  1  0  0 ,H 0  0  0  0  0  0 ,H 1  0  0  1  0  1 ,H 0  0  1  0  0  1 ,H 1  0  0  0  1  1 ,H 1  0  0  1  1  1 ,H 1  1  1  1  1  0 ,H 1  1  1  0  1  0 ,H 0  0  0  1  1  0 ,H 0  1  0  0  0  1 ,H 0  0  1  0  1  1 ,H 0  0  1  1  1  1 ,H 1  1  0  0  0  0 ,H 1  0  0  0  0  0 ,H 0  0  0  0  0  1 ,H 0  0  0  0  1  1 ,H 1  1  1  1  0  1 ,H 0  1  0  0  1  1 ,H 0  1  1  0  0  0 ,H 0  0  1  0  0  0 ,H 1  0  0  0  1  0 ,H 1  1  1  1  1  1 ,H 1  0  1  1  1  1 ,H 1  0  1  1  0  1 ,H 0  1  1  0  1  0 ,H 1  1  0  0  1  0 ,H 0  0  1  0  1  0 ,H 0  1  1  1  0  1 ,H 0  1  1  0  0  1 ,H 0  1  0  0  1  0 ,H 0  1  0  1  0  0 ,H 0  1  0  1  1  0 ,H 1  1  0  1  0  1 ,H 1  1  0  0  0  1 ,H 0  1  1  1  1  1 ,H 1  0  1  0  1  0 ,H 1  0  1  1  1  0 ,H 1  0  1  1  0  0 ,H 1  0  1  0  0  0 ,H 0  1  1  0  1  1 ,H 1  1  0  1  1  1 ,H 1  1  0  0  1  1 ,H 0  1  1  1  0  0 ,H 1  0  0  1  0  0 ,H 0  0  0  1  0  1 ,H 0  1  0  1  0  1 ,H 1  1  1  0  0  1 ,H 0  1  0  1  1  1 ,H 1  1  0  1  0  0 ,H 0  0  1  1  0  0 ,H 1  1  0  1  1  0 ,H 1  0  0  1  1  0 ,H 1  0  1  0  1  1 ,H 1  1  1  0  1  1 ,H 0  0  0  1  1  1 ,H 0  1  0  0  0  0 ,H 1  0  1  0  0  1 ,H 0  1  1  1  1  0 ,H 0  0  1  1  1  0 
"	2","	13","	4","	32","	23","	9","	19","	22","	4","	11","	19","	6","	4","	41","	1","	4","	1","	26","	37","	7","	16","	0","	11","	4","	7","	57","	2","	5","	2","	5","	32","	9","	3","	1","	14","	14","	28","	8","	4","	1","	8","	20","	12","	9","	3","	9","	7","	7","	104","	8","	4","	4","	5","	54","	12","	87","	171","	5","	4","	6","	9","	2","	4","	6"
"	0","	0","	189","	0","	6","	17","	9","	2","	2","	3","	1","	4","	18","	2","	4","	2","	1","	59","	49","	4","	3","	0","	1","	14","	5","	14","	0","	0","	2","	5","	12","	5","	2","	1","	3","	1","	3","	0","	6","	1","	26","	2","	9","	117","	0","	1","	0","	2","	7","	1","	1","	7","	3","	8","	0","	1","	2","	0","	2","	1","	4","	2","	1","	1"
"	1137","	7","	9","	63","	2","	67","	11","	67","	104","	2","	5","	1","	2","	3","	1342","	4","	9","	15","	4","	92","	5","	1160","	7","	103","	19","	1","	7","	4","	72","	7","	1","	2","	20776","	1084","	3","	1426","	9","	1422","	75","	61","	0","	2","	11","	1","	16","	5","	1","	1054","	9","	1237","	28688","	83","	71","	75","	98","	1","	0","	1","	3","	10","	81","	11","	15","	4"
"	26","	5","	4080","	7","	4","	491","	7","	3","	93","	2","	0","	2","	6","	1","	60","	9","	4","	98","	3","	9","	3","	365","	2","	2727","	81","	1","	0","	0","	22","	8","	2","	1","	302","	1933","	2","	17","	1","	14","	86","	3","	2","	1","	16","	120","	5","	2","	2","	310","	4","	5","	14","	2939","	3","	14","	15","	1","	2","	4","	12","	1","	75","	107","	3","	0"
"	0","	0","	127","	1","	1","	10","	2","	0","	1","	0","	1","	0","	2","	1","	0","	0","	0","	19","	4","	2","	1","	0","	0","	7","	6","	0","	0","	0","	1","	1","	0","	1","	1","	0","	0","	0","	0","	0","	0","	0","	2","	0","	0","	26","	0","	0","	0","	1","	0","	0","	0","	1","	1","	2","	1","	0","	1","	1","	1","	0","	0","	3","	1","	0"
"	1","	0","	1","	0","	0","	0","	1","	0","	1","	0","	0","	1","	0","	3","	1","	1","	0","	2","	2","	0","	0","	0","	0","	1","	2","	3","	0","	0","	0","	0","	1","	1","	0","	1","	0","	0","	0","	0","	0","	0","	0","	1","	0","	0","	0","	0","	0","	0","	2","	0","	0","	0","	0","	1","	1","	0","	0","	1","	0","	1","	2","	0","	0","	0"
"	1","	5","	227","	3","	4","	39","	7","	1","	7","	2","	0","	1","	3","	2","	9","	1","	2","	37","	7","	3","	3","	11","	4","	55","	11","	1","	2","	2","	3","	1","	0","	3","	6","	16","	0","	2","	0","	2","	6","	0","	4","	0","	3","	32","	3","	1","	3","	20","	1","	3","	3","	45","	0","	2","	6","	1","	2","	2","	2","	0","	18","	8","	2","	1"
"	1","	5","	37","	5","	22","	8","	10","	1","	4","	8","	3","	6","	16","	6","	1","	5","	0","	31","	55","	4","	5","	1","	0","	3","	6","	53","	0","	3","	0","	3","	34","	12","	0","	2","	8","	4","	3","	4","	3","	1","	23","	10","	15","	37","	2","	1","	3","	1","	32","	3","	0","	1","	2","	14","	5","	19","	29","	1","	2","	3","	6","	3","	3","	4"
"	4","	4","	35","	11","	1","	26","	13","	2","	7","	1","	0","	3","	4","	0","	20","	5","	1","	21","	8","	13","	0","	16","	5","	35","	8","	3","	0","	0","	7","	7","	6","	5","	19","	18","	3","	15","	1","	9","	16","	1","	3","	0","	11","	8","	2","	0","	2","	29","	8","	7","	17","	19","	6","	27","	6","	0","	3","	0","	1","	2","	32","	5","	1","	5"
"	19","	1","	3","	95","	2","	1","	6","	32","	3","	1","	1","	1","	0","	3","	9","	0","	0","	0","	2","	7","	1","	2","	2","	1","	3","	0","	0","	0","	2","	0","	0","	1","	25","	2","	0","	286","	1","	92","	2","	1","	0","	0","	0","	1","	0","	2","	0","	8","	6","	559","	2004","	0","	28","	8","	3","	1","	0","	1","	2","	18","	0","	1","	0","	2"
"	5","	4","	259","	5","	1","	47","	5","	0","	7","	4","	0","	1","	3","	1","	11","	0","	1","	50","	5","	6","	1","	8","	2","	79","	12","	3","	0","	0","	4","	2","	0","	1","	7","	14","	1","	2","	0","	3","	11","	0","	2","	0","	5","	35","	1","	1","	1","	12","	4","	1","	1","	50","	1","	11","	4","	1","	1","	0","	1","	1","	13","	10","	0","	2"
"	0","	0","	1","	0","	0","	0","	2","	2","	1","	1","	0","	0","	0","	0","	1","	0","	0","	3","	2","	0","	0","	0","	0","	0","	1","	0","	1","	0","	0","	0","	0","	0","	0","	0","	0","	0","	0","	0","	0","	0","	0","	0","	1","	0","	0","	0","	0","	1","	2","	0","	0","	0","	1","	2","	0","	0","	0","	1","	0","	0","	1","	1","	0","	0"
"	4","	4","	5","	30","	47","	3","	26","	9","	2","	15","	55","	5","	1","	197","	1","	1","	1","	10","	42","	3","	8","	0","	4","	1","	3","	326","	1","	1","	1","	2","	52","	5","	0","	1","	15","	5","	30","	1","	2","	0","	15","	29","	4","	4","	2","	12","	5","	0","	189","	2","	1","	2","	1","	32","	7","	260","	1679","	1","	1","	8","	6","	1","	3","	6"
"	0","	1","	2","	1","	1","	0","	3","	1","	0","	0","	0","	0","	0","	1","	1","	0","	0","	2","	3","	2","	2","	0","	0","	1","	2","	0","	0","	0","	0","	0","	0","	0","	1","	0","	0","	3","	1","	0","	1","	0","	0","	1","	0","	4","	0","	0","	2","	1","	2","	2","	0","	0","	0","	3","	1","	0","	0","	0","	0","	1","	5","	0","	0","	1"
"	0","	1","	1","	1","	0","	2","	0","	0","	1","	1","	0","	0","	0","	0","	0","	0","	0","	3","	1","	1","	0","	0","	1","	2","	5","	0","	0","	0","	1","	0","	0","	0","	0","	2","	0","	1","	1","	2","	0","	0","	0","	0","	1","	2","	0","	1","	0","	3","	2","	0","	0","	1","	0","	1","	2","	0","	1","	0","	1","	0","	3","	1","	1","	0"
"	4","	3","	2383","	3","	2","	126","	9","	1","	7","	1","	2","	2","	68","	1","	4","	5","	4","	207","	51","	7","	3","	8","	7","	156","	41","	9","	0","	2","	1","	7","	10","	8","	1","	11","	3","	3","	0","	1","	4","	1","	20","	2","	23","	479","	4","	1","	1","	7","	2","	1","	2","	101","	1","	16","	4","	2","	4","	5","	8","	2","	17","	22","	2","	1"
"	15","	9","	3","	618","	7","	0","	4","	231","	1","	1","	42","	2","	2","	146","	14","	2","	2","	4","	7","	24","	2","	4","	2","	4","	3","	3","	1","	4","	3","	1","	2","	1","	29","	3","	1","	638","	124","	226","	2","	3","	2","	1","	2","	1","	1","	39","	1","	5","	69","	2895","	2812","	4","	594","	60","	17","	12","	17","	6","	0","	555","	7","	4","	1","	4"
"	2","	3","	5","	5","	9","	5","	10","	0","	5","	3","	3","	0","	0","	3","	1","	2","	0","	8","	3","	1","	3","	0","	4","	0","	2","	8","	1","	1","	1","	2","	1","	0","	0","	2","	3","	7","	0","	1","	2","	0","	4","	1","	2","	2","	2","	0","	0","	2","	7","	2","	2","	2","	1","	14","	4","	6","	0","	2","	0","	0","	7","	1","	2","	4"
"	2","	2","	24664","	4","	16","	91","	11","	2","	1","	2","	1","	21","	4618","	1","	0","	3","	1","	999","	602","	1","	3","	0","	0","	77","	56","	182","	0","	0","	1","	21","	243","	22","	0","	0","	5","	0","	1","	2","	3","	0","	2787","	13","	51","	14217","	1","	0","	2","	1","	4","	1","	1","	38","	0","	5","	1","	1","	4","	12","	10","	0","	3","	19","	2","	1"
"	13","	12","	56750","	5","	3","	1432","	15","	6","	82","	3","	1","	11","	251","	6","	25","	6","	6","	793","	44","	15","	4","	231","	3","	6738","	377","	11","	5","	3","	16","	44","	7","	13","	43","	1054","	2","	5","	2","	4","	130","	3","	20","	3","	85","	2663","	13","	2","	3","	176","	4","	4","	7","	8703","	3","	16","	21","	3","	6","	17","	49","	3","	101","	450","	2","	4"
"	11","	51","	308","	29","	91","	106","	50","	20","	15","	59","	36","	190","	403","	43","	8","	21","	13","	251","	319","	16","	24","	13","	21","	35","	49","	470","	12","	31","	20","	55","	436","	58","	10","	8","	52","	21","	28","	15","	35","	10","	421","	213","	150","	284","	12","	27","	51","	15","	146","	12","	7","	29","	14","	153","	20","	210","	249","	67","	44","	16","	36","	43","	32","	37"
"	61","	8","	3","	60","	3","	9","	7","	51","	11","	2","	1","	0","	1","	2","	63","	5","	8","	2","	2","	9","	4","	30","	1","	6","	3","	0","	1","	3","	14","	4","	2","	1","	258","	17","	1","	336","	6","	203","	18","	8","	1","	3","	8","	3","	2","	7","	0","	62","	13","	320","	1854","	9","	30","	41","	16","	4","	2","	2","	1","	7","	27","	4","	0","	3"
"	0","	2","	4","	3","	3","	1","	14","	3","	2","	1","	1","	1","	3","	3","	1","	2","	0","	6","	7","	1","	2","	2","	2","	0","	2","	2","	1","	3","	1","	1","	4","	5","	1","	0","	0","	4","	2","	3","	3","	0","	1","	0","	5","	4","	3","	0","	1","	0","	14","	0","	1","	1","	1","	10","	2","	2","	3","	0","	1","	0","	4","	1","	0","	0"
"	0","	0","	0","	0","	0","	0","	2","	0","	0","	1","	1","	0","	0","	0","	1","	0","	0","	0","	0","	1","	0","	0","	0","	0","	1","	0","	0","	0","	0","	0","	1","	1","	0","	0","	2","	0","	0","	0","	0","	0","	0","	0","	0","	1","	1","	0","	0","	1","	0","	0","	0","	1","	0","	0","	0","	0","	0","	0","	0","	0","	0","	2","	0","	0"
"	0","	3","	16","	2","	8","	4","	5","	0","	3","	0","	2","	0","	3","	0","	1","	0","	0","	26","	10","	3","	1","	0","	1","	0","	2","	3","	1","	0","	0","	2","	0","	3","	0","	2","	2","	1","	1","	1","	0","	1","	0","	0","	2","	4","	0","	0","	0","	1","	2","	0","	2","	0","	1","	4","	3","	1","	0","	1","	1","	0","	1","	2","	0","	1"
"	0","	2","	0","	0","	0","	0","	1","	0","	1","	0","	0","	0","	1","	2","	0","	0","	1","	0","	0","	2","	0","	0","	1","	1","	3","	2","	0","	0","	0","	2","	2","	0","	1","	0","	0","	0","	1","	0","	1","	0","	0","	0","	0","	0","	0","	0","	0","	0","	0","	0","	0","	0","	0","	1","	1","	0","	0","	0","	0","	0","	1","	0","	0","	1"
"	0","	3","	141","	4","	45","	3","	7","	0","	1","	20","	1","	18","	506","	7","	1","	0","	1","	138","	623","	3","	3","	0","	1","	1","	5","	3267","	0","	0","	1","	5","	651","	25","	0","	0","	12","	0","	2","	0","	0","	0","	2279","	84","	17","	476","	1","	1","	2","	1","	24","	0","	0","	1","	2","	4","	0","	14","	112","	6","	2","	0","	3","	3","	1","	1"
"	1","	1","	2","	4","	3","	0","	5","	0","	0","	5","	0","	1","	2","	0","	0","	2","	0","	2","	5","	1","	4","	0","	1","	0","	2","	3","	0","	0","	0","	1","	1","	4","	0","	1","	3","	1","	1","	0","	1","	0","	3","	1","	0","	2","	0","	0","	1","	0","	15","	0","	1","	0","	2","	5","	2","	1","	11","	0","	2","	0","	1","	1","	0","	0"
"	2","	8","	2","	28","	12","	7","	7","	8","	1","	4","	5","	4","	1","	21","	4","	1","	3","	8","	11","	9","	4","	2","	4","	4","	3","	7","	1","	2","	2","	3","	5","	1","	2","	5","	3","	36","	14","	8","	2","	1","	4","	6","	3","	4","	1","	4","	1","	4","	47","	15","	11","	1","	9","	26","	5","	12","	14","	0","	2","	7","	1","	0","	4","	3"
"	2","	2","	0","	6","	1","	1","	6","	2","	2","	2","	0","	0","	0","	1","	4","	2","	0","	1","	2","	5","	2","	0","	0","	0","	1","	0","	0","	0","	2","	1","	0","	4","	1","	1","	1","	12","	2","	4","	1","	0","	0","	0","	2","	3","	1","	0","	0","	3","	1","	4","	4","	0","	0","	9","	3","	0","	0","	0","	0","	2","	5","	1","	0","	2"
"	1","	2","	256","	1","	3","	44","	11","	1","	5","	1","	0","	0","	0","	0","	3","	1","	0","	31","	3","	8","	4","	11","	1","	71","	12","	3","	2","	0","	2","	2","	3","	2","	1","	10","	2","	6","	3","	0","	7","	0","	0","	1","	1","	29","	3","	0","	0","	15","	1","	4","	3","	39","	2","	8","	3","	1","	2","	1","	0","	2","	13","	5","	1","	2"
"	0","	0","	7","	2","	1","	0","	2","	0","	1","	1","	0","	0","	0","	0","	0","	1","	0","	7","	6","	1","	0","	0","	0","	1","	1","	4","	0","	0","	0","	1","	0","	0","	0","	0","	1","	0","	0","	0","	1","	0","	0","	0","	0","	7","	0","	0","	0","	0","	1","	0","	0","	0","	0","	1","	0","	0","	0","	2","	0","	0","	2","	0","	0","	0"
"	0","	0","	2","	2","	1","	2","	2","	0","	2","	0","	0","	0","	1","	0","	0","	0","	0","	1","	10","	2","	1","	0","	1","	0","	1","	4","	0","	0","	1","	3","	1","	0","	0","	0","	2","	3","	1","	0","	0","	0","	1","	0","	3","	0","	0","	0","	0","	0","	3","	1","	1","	0","	0","	4","	0","	0","	0","	2","	0","	1","	0","	0","	0","	2"
"	3","	4","	28","	5","	9","	8","	11","	1","	6","	6","	3","	6","	16","	3","	2","	5","	2","	44","	50","	7","	10","	0","	1","	1","	4","	55","	1","	3","	1","	3","	25","	4","	1","	2","	8","	4","	7","	2","	1","	1","	23","	2","	13","	31","	4","	1","	1","	5","	32","	0","	1","	2","	1","	32","	6","	16","	22","	3","	4","	4","	6","	0","	0","	5"
"	5","	5","	4","	48","	3","	4","	7","	10","	0","	3","	9","	2","	3","	14","	4","	2","	2","	11","	8","	5","	4","	4","	5","	3","	5","	4","	0","	1","	2","	1","	4","	3","	4","	2","	4","	43","	8","	11","	4","	0","	2","	4","	8","	4","	0","	4","	2","	6","	43","	25","	14","	2","	3","	32","	3","	15","	16","	1","	1","	3","	6","	1","	1","	3"
"	2","	3","	235","	1","	4","	24","	9","	1","	5","	2","	0","	5","	40","	5","	2","	3","	1","	68","	72","	4","	3","	0","	1","	6","	9","	20","	0","	0","	0","	1","	11","	10","	0","	2","	2","	1","	0","	1","	1","	0","	25","	4","	14","	143","	0","	2","	3","	0","	6","	0","	1","	2","	0","	6","	3","	3","	4","	2","	2","	0","	3","	5","	1","	3"
"	2","	2","	1","	4","	3","	2","	9","	1","	7","	0","	0","	0","	1","	1","	1","	0","	0","	2","	3","	3","	3","	2","	1","	5","	5","	0","	1","	0","	0","	1","	0","	1","	4","	3","	0","	8","	1","	1","	0","	0","	3","	0","	1","	3","	0","	0","	0","	2","	1","	5","	6","	0","	1","	7","	2","	0","	0","	0","	0","	1","	1","	1","	0","	0"
"	97","	10","	2","	78","	4","	11","	6","	53","	7","	1","	2","	0","	1","	5","	92","	2","	5","	4","	7","	21","	3","	56","	2","	8","	9","	0","	1","	1","	13","	1","	1","	1","	501","	30","	0","	434","	7","	298","	10","	6","	1","	0","	2","	4","	5","	6","	1","	75","	9","	449","	2981","	8","	35","	49","	14","	1","	0","	1","	0","	4","	11","	3","	1","	1"
"	40","	4","	1","	728","	5","	2","	14","	276","	3","	3","	58","	0","	0","	185","	15","	2","	2","	0","	4","	24","	10","	3","	7","	6","	6","	4","	2","	1","	2","	2","	0","	2","	16","	2","	1","	742","	147","	262","	7","	10","	1","	1","	1","	3","	0","	56","	3","	8","	67","	3553","	3325","	2","	688","	61","	8","	18","	14","	1","	0","	708","	3","	2","	4","	4"
"	2","	1","	0","	3","	2","	0","	3","	2","	2","	3","	1","	0","	1","	2","	1","	0","	0","	3","	5","	2","	1","	0","	0","	1","	0","	12","	0","	1","	1","	2","	1","	1","	0","	1","	3","	1","	1","	2","	1","	1","	0","	0","	1","	2","	0","	0","	0","	1","	18","	1","	3","	0","	0","	5","	2","	2","	10","	2","	0","	0","	2","	0","	0","	1"
"	7","	5","	29","	4","	6","	19","	11","	2","	12","	2","	3","	3","	1","	2","	10","	5","	3","	24","	12","	5","	3","	21","	3","	25","	15","	2","	2","	1","	2","	1","	2","	1","	14","	10","	5","	30","	5","	16","	13","	0","	4","	2","	4","	6","	1","	2","	2","	22","	8","	4","	21","	11","	1","	38","	10","	3","	0","	3","	2","	2","	11","	3","	2","	1"
"	291","	7","	10","	649","	6","	8","	12","	400","	17","	2","	35","	3","	2","	32","	202","	5","	15","	4","	4","	45","	8","	66","	14","	6","	8","	0","	10","	4","	32","	2","	1","	2","	977","	17","	8","	2352","	100","	1494","	15","	50","	2","	2","	8","	4","	8","	56","	4","	91","	33","	8721","	33342","	9","	1254","	114","	32","	9","	6","	0","	0","	366","	23","	6","	9","	4"
"	5","	7","	324","	6","	10","	106","	12","	3","	9","	5","	6","	17","	22","	5","	12","	6","	3","	104","	28","	4","	15","	16","	5","	58","	38","	9","	4","	6","	6","	12","	11","	14","	5","	27","	7","	13","	4","	9","	16","	2","	14","	11","	27","	84","	7","	1","	7","	21","	10","	1","	3","	52","	4","	31","	10","	5","	6","	5","	5","	5","	31","	16","	1","	11"
"	0","	4","	175","	7","	6","	19","	7","	0","	3","	0","	1","	6","	34","	3","	1","	2","	3","	62","	47","	0","	3","	0","	2","	14","	10","	14","	1","	1","	2","	4","	22","	2","	0","	2","	2","	2","	2","	2","	1","	0","	19","	1","	4","	114","	3","	2","	2","	0","	3","	1","	3","	1","	1","	9","	1","	3","	2","	5","	0","	1","	4","	0","	2","	2"
"	2","	2","	2","	4","	18","	0","	7","	2","	2","	5","	1","	2","	7","	9","	1","	0","	3","	15","	49","	4","	1","	1","	2","	0","	1","	196","	1","	0","	1","	7","	31","	5","	1","	0","	7","	1","	2","	1","	0","	1","	16","	18","	7","	13","	0","	3","	2","	1","	54","	2","	1","	0","	0","	15","	4","	36","	134","	1","	0","	1","	4","	3","	0","	2"
"	99","	3","	3","	56","	3","	8","	12","	35","	11","	3","	1","	2","	3","	5","	98","	3","	3","	4","	3","	21","	3","	49","	8","	10","	6","	3","	2","	1","	13","	3","	0","	0","	480","	30","	4","	399","	4","	253","	10","	19","	2","	1","	3","	3","	2","	4","	0","	85","	6","	431","	2848","	3","	33","	48","	23","	0","	4","	1","	3","	9","	17","	4","	3","	3"
"	4","	7","	12","	5","	14","	6","	3","	3","	2","	5","	2","	7","	9","	3","	2","	1","	2","	32","	43","	3","	1","	0","	2","	2","	7","	31","	2","	1","	1","	3","	15","	9","	1","	2","	1","	1","	0","	3","	8","	0","	27","	10","	10","	24","	2","	2","	4","	2","	17","	2","	2","	0","	0","	20","	3","	8","	12","	2","	1","	2","	5","	5","	0","	2"
"	10","	10","	37650","	3","	8","	955","	15","	4","	68","	6","	1","	6","	200","	3","	16","	11","	3","	571","	33","	12","	6","	183","	6","	5115","	288","	2","	3","	2","	9","	46","	3","	20","	36","	820","	5","	14","	1","	4","	109","	9","	17","	1","	62","	1940","	13","	1","	4","	138","	6","	5","	6","	5946","	4","	21","	17","	0","	4","	12","	38","	1","	92","	319","	4","	2"
"	2","	3","	1","	34","	8","	3","	9","	18","	8","	2","	5","	3","	2","	26","	1","	0","	0","	5","	8","	6","	7","	0","	4","	3","	5","	8","	0","	1","	1","	3","	5","	8","	5","	1","	3","	37","	9","	14","	3","	2","	2","	3","	3","	5","	2","	6","	1","	4","	41","	18","	16","	2","	3","	42","	7","	18","	9","	3","	0","	5","	5","	2","	3","	6"
"	0","	1","	11","	1","	1","	1","	3","	1","	1","	0","	0","	0","	2","	0","	0","	1","	0","	10","	5","	0","	2","	0","	0","	0","	2","	0","	0","	0","	0","	0","	0","	0","	0","	0","	1","	1","	0","	0","	0","	0","	1","	0","	0","	6","	1","	0","	0","	1","	2","	0","	1","	0","	0","	2","	0","	0","	0","	0","	0","	0","	1","	0","	0","	0"
"	2","	1","	11","	7","	7","	7","	8","	3","	4","	3","	2","	5","	6","	5","	1","	3","	2","	38","	32","	1","	5","	1","	2","	5","	7","	22","	3","	0","	3","	5","	18","	7","	1","	1","	7","	10","	0","	2","	2","	2","	22","	8","	13","	15","	2","	1","	5","	5","	25","	4","	2","	0","	2","	19","	2","	2","	15","	7","	1","	5","	6","	1","	5","	3"
"	18","	2","	8","	4","	2","	11","	9","	2","	7","	1","	0","	0","	0","	0","	18","	3","	3","	3","	4","	1","	1","	11","	1","	10","	8","	1","	2","	1","	3","	2","	0","	1","	84","	24","	2","	46","	2","	27","	8","	0","	1","	0","	3","	2","	2","	0","	2","	29","	4","	12","	91","	5","	3","	14","	4","	0","	0","	1","	2","	2","	12","	1","	1","	1"
"	16","	4","	1","	645","	3","	2","	10","	218","	4","	1","	51","	3","	0","	156","	11","	4","	6","	3","	2","	14","	4","	1","	4","	2","	5","	0","	3","	2","	2","	1","	3","	3","	13","	3","	7","	534","	145","	170","	9","	3","	3","	1","	1","	0","	2","	44","	2","	10","	75","	2289","	2053","	0","	475","	55","	9","	10","	16","	3","	2","	508","	7","	4","	5","	3"
"	8","	2","	2","	660","	5","	1","	9","	133","	1","	1","	177","	0","	0","	975","	5","	0","	1","	1","	5","	3","	7","	0","	0","	1","	1","	2","	0","	2","	2","	0","	0","	2","	0","	1","	2","	201","	236","	35","	1","	3","	0","	3","	4","	3","	0","	43","	0","	2","	138","	761","	213","	0","	278","	33","	6","	53","	185","	1","	1","	947","	1","	0","	1","	1"
"	1","	2","	2","	7","	1","	4","	5","	2","	6","	6","	0","	0","	0","	1","	1","	3","	0","	4","	7","	3","	4","	1","	1","	6","	3","	3","	0","	0","	1","	2","	3","	2","	2","	2","	2","	8","	1","	2","	2","	0","	1","	1","	2","	8","	0","	1","	0","	3","	11","	4","	2","	1","	1","	19","	7","	1","	1","	0","	0","	0","	3","	2","	1","	0"
"	0","	1","	143","	1","	2","	6","	3","	0","	3","	2","	0","	1","	2","	2","	1","	0","	1","	30","	8","	1","	1","	0","	0","	16","	2","	2","	0","	0","	1","	0","	1","	0","	1","	2","	1","	0","	1","	0","	2","	0","	0","	0","	0","	26","	2","	0","	0","	0","	0","	0","	0","	2","	1","	2","	1","	0","	1","	1","	3","	1","	2","	3","	0","	1"
"	0","	1","	1","	0","	3","	1","	5","	0","	3","	0","	1","	0","	2","	1","	0","	0","	0","	2","	8","	2","	1","	0","	0","	0","	2","	4","	0","	1","	0","	0","	2","	2","	0","	0","	0","	0","	0","	0","	0","	0","	0","	2","	1","	2","	0","	0","	0","	1","	3","	2","	0","	0","	0","	1","	1","	0","	2","	1","	0","	0","	1","	0","	0","	0"
"	3","	6","	2","	34","	7","	1","	10","	17","	5","	2","	7","	4","	3","	22","	2","	2","	3","	4","	6","	4","	2","	5","	4","	3","	4","	6","	1","	3","	2","	1","	1","	3","	1","	2","	3","	26","	7","	8","	3","	1","	2","	4","	4","	10","	3","	8","	0","	5","	40","	12","	13","	1","	7","	29","	4","	10","	11","	2","	0","	8","	7","	4","	1","	3"
"	52","	0","	0","	8","	0","	0","	4","	9","	10","	0","	0","	0","	0","	2","	62","	0","	2","	0","	1","	6","	0","	29","	2","	7","	4","	3","	1","	0","	3","	1","	0","	0","	462","	46","	2","	148","	2","	54","	5","	0","	0","	0","	1","	0","	0","	0","	1","	45","	1","	60","	1155","	6","	2","	6","	6","	0","	1","	0","	0","	1","	11","	0","	0","	0"
"	14","	1","	5","	6","	2","	19","	4","	7","	8","	0","	0","	0","	0","	1","	30","	0","	1","	4","	3","	14","	0","	26","	1","	22","	9","	1","	1","	0","	3","	3","	0","	1","	101","	19","	0","	74","	0","	33","	9","	5","	1","	1","	6","	2","	2","	0","	0","	51","	4","	14","	123","	8","	2","	21","	8","	0","	0","	1","	2","	0","	15","	4","	0","	1"
"	0","	2","	0","	0","	0","	0","	5","	2","	0","	1","	0","	0","	0","	0","	1","	0","	0","	1","	1","	3","	0","	0","	0","	1","	3","	1","	0","	0","	0","	0","	1","	0","	0","	0","	0","	1","	0","	0","	0","	0","	1","	0","	0","	0","	0","	0","	1","	0","	3","	0","	0","	0","	0","	0","	1","	0","	1","	0","	1","	0","	0","	0","	0","	0"
"	2","	9","	291","	6","	8","	78","	22","	1","	9","	3","	6","	20","	27","	4","	11","	4","	1","	107","	35","	8","	7","	16","	5","	55","	20","	15","	6","	1","	4","	6","	19","	6","	6","	9","	10","	10","	6","	6","	13","	3","	17","	7","	35","	113","	6","	1","	6","	11","	17","	5","	2","	43","	0","	37","	10","	8","	3","	5","	9","	2","	23","	12","	4","	2"
"	1","	0","	1","	35","	7","	2","	9","	7","	2","	3","	19","	0","	2","	49","	2","	1","	1","	6","	2","	4","	6","	0","	2","	2","	4","	12","	0","	0","	3","	3","	3","	2","	0","	1","	3","	6","	14","	5","	1","	1","	2","	1","	1","	0","	0","	4","	3","	0","	52","	3","	1","	1","	2","	16","	0","	34","	90","	1","	0","	10","	4","	3","	0","	4"
"	269","	4","	2","	91","	1","	2","	6","	54","	19","	1","	1","	1","	0","	4","	219","	3","	2","	1","	1","	18","	2","	48","	2","	2","	2","	1","	1","	0","	8","	2","	1","	1","	2572","	42","	1","	1220","	6","	583","	12","	9","	0","	0","	5","	4","	1","	0","	0","	100","	5","	2485","	32954","	1","	89","	22","	15","	0","	1","	0","	0","	8","	13","	2","	1","	0"
"	1","	3","	2","	34","	50","	2","	13","	6","	0","	14","	69","	6","	4","	212","	1","	1","	2","	12","	59","	2","	8","	1","	1","	5","	7","	377","	0","	2","	1","	2","	57","	8","	0","	1","	10","	5","	33","	1","	0","	3","	19","	29","	7","	8","	2","	9","	6","	3","	235","	0","	0","	0","	5","	31","	1","	334","	2163","	8","	1","	8","	5","	2","	1","	10"
"	48","	6","	276","	1","	0","	127","	6","	3","	64","	0","	2","	0","	0","	0","	141","	1","	2","	18","	2","	8","	2","	352","	0","	794","	23","	0","	2","	0","	16","	0","	0","	1","	1059","	2100","	1","	23","	0","	21","	41","	6","	2","	0","	5","	8","	4","	0","	0","	377","	0","	5","	77","	686","	0","	8","	11","	0","	0","	1","	1","	1","	45","	18","	1","	0"
