
	,H 0  0  1  1  0  1 ,	H 1  0  0  0  0  1 ,	H 1  1  1  0  0  0 ,	H 0  0  0  1  0  0 ,	H 0  0  0  0  1  0 ,	H 1  1  1  1  0  0 ,	H 0  0  0  0  0  0 ,	H 1  0  0  1  0  1 ,	H 0  0  1  0  0  1 ,	H 1  0  0  0  1  1 ,	H 1  0  0  1  1  1 ,	H 1  1  1  1  1  0 ,	H 1  1  1  0  1  0 ,	H 0  0  0  1  1  0 ,	H 0  1  0  0  0  1 ,	H 0  0  1  0  1  1 ,	H 0  0  1  1  1  1 ,	H 1  1  0  0  0  0 ,	H 1  0  0  0  0  0 ,	H 0  0  0  0  0  1 ,	H 0  0  0  0  1  1 ,	H 1  1  1  1  0  1 ,	H 0  1  0  0  1  1 ,	H 0  1  1  0  0  0 ,	H 0  0  1  0  0  0 ,	H 1  0  0  0  1  0 ,	H 1  1  1  1  1  1 ,	H 1  0  1  1  1  1 ,	H 1  0  1  1  0  1 ,	H 0  1  1  0  1  0 ,	H 0  0  1  0  1  0 ,	H 1  1  0  0  1  0 ,	H 0  1  1  0  0  1 ,	H 0  1  1  1  0  1 ,	H 0  1  0  0  1  0 ,	H 0  1  0  1  0  0 ,	H 0  1  0  1  1  0 ,	H 1  1  0  1  0  1 ,	H 1  1  0  0  0  1 ,	H 0  1  1  1  1  1 ,	H 1  0  1  0  1  0 ,	H 1  0  1  1  1  0 ,	H 1  0  1  1  0  0 ,	H 1  0  1  0  0  0 ,	H 0  1  1  0  1  1 ,	H 1  1  0  1  1  1 ,	H 1  1  0  0  1  1 ,	H 0  1  1  1  0  0 ,	H 1  0  0  1  0  0 ,	H 0  0  0  1  0  1 ,	H 0  1  0  1  0  1 ,	H 1  1  1  0  0  1 ,	H 0  1  0  1  1  1 ,	H 1  1  0  1  0  0 ,	H 0  0  1  1  0  0 ,	H 1  1  0  1  1  0 ,	H 1  0  0  1  1  0 ,	H 1  0  1  0  1  1 ,	H 1  1  1  0  1  1 ,	H 0  0  0  1  1  1 ,	H 0  1  0  0  0  0 ,	H 1  0  1  0  0  1 ,	H 0  1  1  1  1  0 ,	H 0  0  1  1  1  0 ,	
V 0  0  0  1  0  0  1  0  1  0  1  0 ,	60,	2,	7,	36,	8,	7,	3,	2,	5,	4,	60,	8,	8,	16,	128,	9,	11,	7,	4,	5,	11,	18,	24,	19,	2,	6,	5,	4,	3,	8,	22,	4,	15,	97,	24,	2,	14,	52,	0,	1,	16,	5,	28,	1,	12,	24,	8,	27,	12,	12,	1,	11,	5,	54,	4,	5,	5,	4,	6,	6,	7,	37,	11,	10,	
V 0  1  0  0  0  1  1  0  0  0  0  1 ,	37,	6,	17,	5,	3,	42,	10,	1,	6,	4,	7,	7,	6,	5,	0,	2,	12,	12,	4,	10,	12,	4,	20,	18,	7,	11,	221,	91,	3,	7,	12,	4,	13,	8,	18,	3,	7,	5,	16,	6,	47,	10,	35,	13,	90,	12,	2,	5,	68,	16,	18,	37,	6,	8,	7,	10,	5,	8,	9,	3,	44,	5,	10,	4,	
V 0  0  0  0  0  1  0  0  0  1  0  1 ,	113,	5,	44,	57,	14,	127,	3,	60,	3,	9,	564,	88,	3,	77,	2216,	8,	11,	26,	2,	5,	705,	28,	635,	23,	12,	8,	41,	13,	20,	23,	829,	6,	29,	448,	118,	14,	69,	3221,	3,	2,	16,	3,	110,	9,	28,	489,	10,	376,	183,	34,	11,	35,	7,	211,	9,	7,	4,	6,	7,	12,	184,	58,	94,	6,	
V 1  0  0  0  1  1  0  1  1  0  1  1 ,	1,	0,	5,	1,	0,	22,	2,	0,	4,	1,	4,	4,	0,	3,	4,	0,	0,	5,	1,	0,	14,	0,	15,	2,	0,	0,	19,	2,	0,	1,	6,	2,	8,	10,	3,	0,	3,	21,	1,	0,	2,	2,	9,	0,	8,	6,	1,	5,	14,	6,	0,	2,	0,	1,	0,	0,	1,	2,	0,	0,	8,	2,	6,	1,	
V 0  1  1  0  1  0  1  0  0  1  0  1 ,	17,	2,	2,	9,	2,	0,	1,	0,	4,	0,	4,	0,	1,	3,	2,	1,	2,	3,	0,	3,	4,	1,	1,	12,	0,	1,	4,	1,	0,	1,	1,	3,	5,	5,	3,	1,	4,	1,	1,	1,	7,	2,	3,	0,	4,	2,	2,	2,	2,	1,	2,	1,	1,	2,	1,	2,	2,	0,	1,	2,	1,	3,	1,	1,	
V 0  0  1  0  0  1  1  0  0  1  1  0 ,	31,	3,	9,	3,	0,	26,	3,	3,	5,	2,	23,	5,	4,	18,	21,	2,	3,	7,	5,	0,	18,	1,	38,	5,	1,	4,	26,	8,	4,	4,	28,	1,	8,	26,	12,	5,	7,	20,	5,	2,	4,	4,	20,	0,	26,	21,	3,	6,	37,	13,	6,	7,	5,	3,	1,	1,	2,	3,	2,	1,	21,	4,	13,	1,	
V 0  1  0  1  1  0  0  0  0  1  1  0 ,	39,	7,	2,	25,	7,	3,	2,	2,	5,	8,	14,	0,	17,	3,	16,	18,	1,	2,	3,	12,	1,	3,	4,	44,	2,	2,	3,	2,	1,	5,	1,	3,	8,	34,	2,	1,	3,	2,	1,	3,	6,	3,	13,	4,	6,	5,	5,	4,	2,	5,	0,	5,	2,	17,	1,	21,	17,	1,	6,	2,	0,	14,	3,	6,	
V 0  0  0  1  1  1  1  0  0  0  1  1 ,	7,	1,	5,	5,	0,	67,	0,	2,	1,	0,	1,	4,	2,	5,	1,	2,	3,	4,	2,	0,	17,	0,	13,	3,	2,	1,	170,	37,	1,	0,	8,	3,	3,	4,	12,	3,	6,	5,	3,	0,	7,	0,	11,	0,	48,	5,	0,	1,	34,	12,	3,	5,	2,	0,	0,	1,	1,	1,	3,	0,	39,	2,	9,	1,	
V 1  1  1  0  1  1  0  1  1  1  0  0 ,	1,	3,	0,	1,	0,	1,	2,	0,	4,	0,	0,	0,	2,	1,	0,	1,	2,	4,	1,	2,	0,	0,	2,	3,	0,	2,	2,	4,	0,	0,	0,	1,	3,	1,	1,	0,	1,	1,	2,	0,	7,	1,	2,	1,	5,	0,	2,	0,	2,	5,	0,	2,	1,	0,	0,	0,	3,	1,	0,	0,	1,	0,	1,	0,	
V 1  1  0  0  0  1  1  1  0  0  0  0 ,	12,	468,	14,	1,	1,	22,	1582,	1,	17,	4,	0,	2,	14,	4,	0,	5,	4,	3,	9,	11,	1,	1,	1,	10,	1,	17,	1779,	2101,	1,	3,	0,	28,	9,	1,	2,	1,	5,	0,	317,	46,	529,	5,	11,	20,	396,	1,	0,	0,	48,	27,	1338,	44,	5,	3,	5,	11,	5,	20,	7,	0,	4,	4,	3,	1,	
V 0  0  0  0  1  0  1  0  0  0  1  1 ,	40,	1,	49,	8,	1,	453,	2,	11,	4,	4,	55,	43,	2,	29,	101,	5,	8,	4,	3,	7,	868,	2,	341,	6,	2,	8,	303,	22,	8,	6,	420,	1,	17,	56,	72,	5,	24,	661,	0,	6,	10,	6,	68,	4,	44,	156,	5,	74,	225,	43,	4,	17,	2,	19,	8,	3,	3,	5,	2,	9,	539,	12,	78,	5,	
V 1  0  0  1  1  1  1  1  0  0  1  0 ,	2,	6,	7,	1,	0,	14,	51,	4,	6,	0,	0,	0,	2,	1,	1,	1,	2,	2,	1,	4,	1,	0,	0,	5,	1,	2,	1674,	677,	0,	0,	0,	4,	2,	1,	1,	0,	1,	0,	10,	0,	64,	0,	3,	2,	153,	1,	0,	0,	26,	11,	110,	7,	0,	2,	0,	2,	0,	4,	2,	0,	7,	2,	1,	1,	
V 0  1  1  1  1  1  1  0  0  1  0  0 ,	2,	63,	0,	2,	0,	1,	28,	0,	7,	0,	0,	0,	8,	2,	1,	0,	1,	3,	5,	2,	1,	0,	0,	11,	0,	0,	10,	34,	1,	0,	0,	5,	3,	0,	1,	0,	6,	0,	31,	4,	64,	2,	4,	1,	33,	1,	0,	0,	3,	0,	28,	6,	0,	1,	1,	4,	2,	3,	1,	0,	1,	0,	1,	1,	
V 1  0  0  0  1  1  0  1  1  0  1  0 ,	10,	2,	4,	4,	0,	86,	1,	0,	1,	2,	4,	1,	1,	10,	2,	1,	4,	2,	0,	2,	21,	0,	14,	5,	1,	3,	213,	23,	1,	1,	6,	1,	10,	6,	14,	0,	6,	2,	1,	1,	4,	1,	8,	3,	42,	8,	0,	5,	52,	14,	6,	10,	0,	6,	3,	1,	1,	3,	0,	1,	44,	2,	9,	1,	
V 1  0  0  0  1  0  1  1  0  0  1  0 ,	17,	9,	35,	2,	0,	176,	24,	0,	2,	0,	3,	8,	3,	7,	0,	1,	6,	7,	4,	8,	8,	1,	8,	3,	2,	13,	2529,	475,	3,	5,	7,	13,	11,	2,	14,	0,	6,	5,	6,	4,	52,	1,	16,	5,	254,	4,	2,	4,	130,	41,	79,	24,	1,	2,	10,	3,	4,	3,	4,	1,	95,	4,	5,	0,	
V 0  0  1  0  0  1  0  1  1  1  0  0 ,	22,	3,	11,	12,	1,	21,	2,	2,	2,	2,	15,	6,	2,	9,	16,	1,	2,	5,	0,	5,	18,	1,	32,	3,	1,	3,	29,	10,	2,	2,	21,	4,	9,	21,	10,	2,	9,	29,	0,	1,	9,	4,	19,	1,	23,	13,	2,	4,	37,	8,	1,	13,	4,	5,	9,	2,	0,	2,	2,	3,	12,	7,	8,	1,	
V 0  0  0  0  0  1  0  0  0  1  0  0 ,	200,	12,	125,	49,	11,	378,	21,	48,	12,	12,	231,	135,	10,	83,	209,	16,	23,	61,	15,	17,	531,	20,	461,	45,	22,	37,	508,	112,	50,	22,	756,	31,	48,	174,	230,	52,	47,	582,	17,	22,	35,	16,	139,	41,	180,	174,	29,	119,	534,	93,	43,	117,	23,	73,	59,	23,	11,	15,	9,	41,	609,	63,	135,	16,	
V 0  1  0  0  0  1  1  0  0  0  0  0 ,	54,	166,	79,	11,	2,	139,	754,	7,	37,	8,	9,	7,	26,	15,	1,	9,	14,	30,	24,	32,	14,	6,	16,	22,	8,	61,	3121,	1732,	9,	10,	17,	50,	35,	3,	38,	5,	15,	3,	254,	65,	385,	7,	38,	122,	664,	8,	6,	6,	278,	77,	1194,	150,	27,	6,	54,	34,	12,	46,	11,	11,	127,	7,	8,	3,	
V 1  0  1  0  1  1  1  0  1  0  1  0 ,	1,	1,	2,	3,	1,	4,	0,	0,	3,	0,	2,	0,	2,	4,	2,	2,	0,	3,	0,	0,	1,	0,	5,	3,	1,	3,	21,	9,	1,	2,	1,	1,	2,	1,	0,	0,	1,	0,	2,	1,	6,	0,	2,	2,	16,	0,	1,	1,	7,	4,	0,	4,	0,	1,	0,	2,	1,	1,	2,	0,	0,	0,	4,	1,	
V 0  1  1  0  1  0  1  0  0  1  0  0 ,	24,	24,	4,	6,	3,	6,	14,	0,	19,	3,	3,	4,	18,	1,	1,	3,	6,	3,	7,	9,	2,	3,	2,	24,	1,	5,	22,	28,	0,	3,	2,	4,	13,	5,	3,	0,	7,	1,	25,	8,	46,	7,	11,	8,	37,	1,	1,	0,	12,	8,	8,	9,	3,	1,	1,	4,	6,	3,	5,	1,	3,	6,	1,	2,	
V 0  1  1  0  1  0  1  1  0  1  1  1 ,	3,	0,	3,	4,	0,	4,	1,	0,	2,	0,	1,	1,	1,	4,	1,	0,	1,	1,	0,	1,	3,	0,	4,	0,	0,	1,	2,	0,	0,	0,	0,	2,	0,	3,	1,	0,	1,	1,	0,	0,	3,	1,	3,	0,	5,	3,	0,	0,	3,	4,	0,	2,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	
V 1  1  0  1  0  1  0  0  1  1  0  1 ,	11,	1,	0,	58,	4,	0,	0,	1,	5,	2,	5,	1,	10,	1,	8,	10,	1,	2,	0,	4,	0,	5,	0,	31,	1,	0,	0,	1,	0,	0,	0,	1,	4,	26,	0,	0,	3,	1,	1,	2,	4,	1,	1,	0,	1,	1,	1,	2,	1,	2,	0,	0,	2,	25,	1,	8,	24,	0,	1,	0,	1,	12,	1,	9,	
V 1  1  1  1  0  1  1  0  1  1  1  1 ,	2,	0,	0,	14,	0,	0,	0,	1,	0,	0,	0,	0,	0,	0,	0,	1,	0,	0,	0,	0,	0,	1,	0,	2,	0,	0,	0,	0,	0,	0,	1,	0,	2,	2,	0,	0,	0,	0,	2,	0,	0,	0,	1,	0,	0,	0,	0,	0,	0,	3,	0,	0,	0,	0,	0,	1,	4,	0,	1,	1,	0,	2,	0,	0,	
V 0  0  0  0  0  1  1  0  0  0  1  1 ,	31,	0,	37,	12,	1,	483,	5,	10,	3,	3,	75,	36,	1,	27,	115,	2,	6,	17,	2,	4,	998,	3,	392,	8,	0,	9,	321,	24,	12,	6,	422,	2,	11,	65,	84,	2,	25,	744,	3,	8,	9,	6,	80,	2,	57,	173,	5,	64,	220,	44,	5,	20,	5,	16,	4,	0,	3,	5,	4,	6,	514,	9,	92,	3,	
V 0  0  1  0  1  0  1  1  1  0  1  0 ,	7,	1,	9,	5,	1,	77,	0,	0,	2,	0,	3,	3,	0,	3,	4,	0,	2,	3,	2,	1,	26,	0,	21,	2,	3,	3,	239,	22,	2,	0,	11,	2,	2,	3,	6,	1,	2,	7,	1,	1,	4,	4,	18,	1,	39,	3,	0,	1,	47,	15,	2,	6,	1,	2,	3,	0,	0,	2,	1,	0,	43,	3,	6,	2,	
V 0  1  1  0  1  1  0  0  1  1  0  1 ,	8,	1,	3,	10,	1,	0,	1,	1,	2,	2,	3,	0,	1,	1,	11,	2,	3,	3,	1,	2,	0,	1,	4,	1,	0,	1,	2,	0,	0,	2,	2,	0,	7,	13,	3,	0,	3,	4,	1,	1,	2,	1,	6,	1,	2,	4,	0,	3,	1,	2,	0,	2,	0,	3,	1,	0,	2,	0,	1,	0,	3,	1,	3,	0,	
V 1  0  1  1  1  0  0  1  0  0  1  0 ,	12,	218,	0,	3,	0,	0,	21,	0,	16,	3,	0,	1,	152,	0,	0,	4,	1,	2,	4,	4,	0,	1,	1,	45,	1,	2,	1,	9,	2,	2,	0,	8,	7,	1,	0,	3,	1,	0,	43,	10,	61,	2,	7,	3,	13,	1,	0,	0,	1,	5,	8,	7,	0,	0,	1,	28,	7,	1,	2,	2,	1,	3,	0,	1,	
V 1  0  0  0  1  0  1  1  0  0  1  1 ,	9,	1,	3,	2,	1,	64,	0,	2,	3,	1,	3,	1,	1,	4,	2,	3,	2,	3,	0,	3,	21,	2,	26,	2,	0,	5,	181,	27,	2,	1,	12,	3,	6,	2,	13,	0,	3,	5,	0,	2,	1,	3,	13,	0,	32,	6,	3,	0,	44,	11,	6,	5,	0,	1,	0,	0,	1,	3,	2,	1,	43,	0,	11,	0,	
V 1  1  1  0  0  0  0  1  0  0  0  1 ,	19,	317,	0,	40,	6,	2,	13,	1,	52,	74,	1,	2,	1865,	7,	1,	23,	4,	5,	19,	11,	0,	3,	4,	232,	6,	2,	0,	9,	1,	4,	1,	3,	9,	2,	0,	1,	4,	0,	41,	26,	48,	7,	4,	6,	7,	1,	0,	0,	2,	3,	5,	10,	6,	4,	1,	206,	190,	3,	9,	0,	0,	8,	2,	7,	
V 0  0  1  0  0  1  0  1  1  1  0  1 ,	13,	1,	7,	8,	0,	7,	0,	1,	2,	0,	34,	11,	0,	6,	126,	1,	0,	5,	1,	1,	24,	3,	50,	2,	0,	1,	3,	2,	2,	0,	35,	1,	12,	50,	9,	1,	4,	87,	0,	0,	5,	3,	22,	0,	5,	28,	0,	18,	10,	8,	1,	1,	1,	20,	1,	0,	0,	1,	1,	0,	14,	4,	12,	0,	
V 0  0  0  0  1  0  0  1  1  0  0  0 ,	61,	13,	195,	8,	7,	1374,	14,	17,	8,	5,	42,	43,	3,	37,	23,	6,	21,	28,	5,	3,	624,	7,	252,	16,	9,	37,	4435,	420,	17,	9,	311,	10,	15,	34,	141,	16,	17,	149,	5,	9,	45,	8,	115,	15,	328,	72,	9,	25,	668,	167,	73,	84,	19,	12,	35,	7,	5,	17,	7,	6,	1865,	6,	84,	7,	
V 1  1  0  0  0  1  0  0  1  0  1  0 ,	44,	3,	4,	45,	9,	5,	4,	2,	5,	8,	15,	1,	14,	5,	12,	6,	1,	4,	1,	7,	3,	4,	2,	42,	1,	3,	6,	3,	3,	2,	2,	4,	11,	43,	6,	2,	8,	1,	3,	3,	10,	5,	8,	2,	2,	3,	2,	2,	4,	9,	1,	4,	5,	19,	0,	14,	19,	2,	3,	2,	1,	20,	6,	6,	
V 0  1  0  0  1  0  0  1  0  1  0  1 ,	26,	0,	7,	5,	2,	28,	3,	1,	1,	3,	12,	3,	2,	12,	10,	5,	3,	5,	1,	3,	17,	2,	29,	6,	1,	0,	27,	6,	0,	3,	19,	3,	13,	22,	10,	2,	5,	11,	3,	2,	5,	3,	25,	2,	24,	11,	3,	10,	32,	7,	1,	7,	1,	4,	2,	1,	8,	5,	3,	3,	14,	7,	10,	1,	
V 1  0  1  0  1  1  1  0  1  0  1  1 ,	4,	0,	0,	3,	0,	1,	1,	0,	2,	1,	1,	1,	0,	2,	0,	1,	0,	0,	0,	0,	0,	2,	4,	1,	0,	1,	1,	2,	0,	0,	1,	2,	5,	4,	0,	0,	2,	1,	3,	0,	0,	3,	0,	1,	2,	1,	0,	1,	2,	1,	0,	0,	0,	0,	0,	0,	0,	0,	0,	1,	3,	0,	0,	1,	
V 0  1  1  1  0  0  1  0  1  1  0  1 ,	13,	2,	0,	47,	1,	2,	0,	0,	6,	3,	8,	0,	15,	3,	10,	9,	2,	0,	1,	3,	0,	9,	0,	20,	1,	2,	2,	2,	0,	1,	0,	1,	2,	34,	1,	0,	3,	0,	0,	0,	2,	3,	2,	0,	0,	0,	1,	0,	0,	1,	0,	2,	1,	30,	0,	6,	15,	0,	1,	0,	0,	15,	0,	12,	
V 1  1  0  1  0  1  0  0  1  1  0  0 ,	25,	11,	1,	37,	1,	3,	1,	0,	17,	15,	3,	0,	169,	1,	2,	20,	0,	4,	4,	1,	1,	1,	2,	74,	1,	0,	1,	0,	0,	2,	0,	2,	16,	16,	1,	2,	1,	1,	6,	2,	2,	5,	6,	1,	2,	0,	1,	2,	1,	1,	0,	5,	1,	2,	0,	42,	68,	0,	2,	0,	1,	7,	0,	7,	
V 0  0  0  1  0  0  0  1  1  1  1  1 ,	12,	1,	2,	88,	1,	2,	0,	6,	1,	1,	388,	11,	1,	13,	18634,	7,	0,	1,	0,	1,	18,	53,	81,	1,	0,	0,	6,	2,	1,	1,	43,	2,	6,	946,	10,	1,	20,	1403,	1,	0,	2,	1,	10,	0,	2,	184,	4,	164,	2,	2,	1,	1,	3,	1654,	0,	0,	3,	0,	1,	1,	5,	44,	16,	5,	
V 0  1  0  1  0  0  1  1  1  0  1  1 ,	3,	1,	4,	4,	0,	1,	0,	0,	1,	0,	1,	0,	0,	1,	7,	1,	0,	1,	1,	1,	4,	0,	2,	4,	0,	1,	0,	0,	0,	1,	0,	2,	5,	19,	1,	0,	3,	0,	4,	0,	4,	0,	9,	0,	4,	1,	0,	2,	1,	0,	0,	0,	0,	2,	0,	0,	1,	0,	1,	1,	0,	2,	4,	1,	
V 1  0  1  1  1  1  1  0  1  1  0  1 ,	3,	0,	1,	1,	0,	0,	0,	0,	1,	0,	0,	0,	0,	0,	0,	1,	1,	0,	0,	0,	0,	1,	1,	2,	0,	0,	1,	0,	0,	1,	1,	1,	2,	0,	2,	0,	1,	0,	1,	0,	0,	0,	4,	0,	0,	1,	0,	0,	0,	4,	0,	0,	0,	0,	0,	0,	1,	0,	2,	0,	0,	0,	0,	0,	
V 0  1  0  0  1  1  0  1  0  0  1  0 ,	16,	5,	34,	1,	2,	231,	20,	1,	2,	2,	2,	3,	3,	7,	2,	3,	3,	8,	3,	4,	20,	1,	15,	7,	1,	12,	3155,	552,	4,	7,	10,	3,	17,	2,	15,	1,	3,	4,	11,	5,	49,	4,	18,	9,	286,	3,	2,	3,	159,	45,	91,	26,	0,	1,	8,	2,	2,	4,	2,	3,	161,	1,	11,	0,	
V 1  0  1  1  0  1  0  1  0  0  1  1 ,	8,	7,	1,	5,	0,	2,	2,	1,	3,	1,	0,	0,	13,	0,	0,	2,	0,	0,	2,	3,	0,	0,	1,	21,	0,	0,	1,	0,	0,	2,	0,	3,	8,	2,	1,	0,	1,	0,	3,	2,	9,	2,	5,	1,	4,	0,	1,	0,	0,	2,	0,	0,	0,	1,	0,	1,	3,	1,	1,	0,	1,	3,	0,	0,	
V 1  1  1  1  0  1  1  0  1  1  1  0 ,	1,	2,	0,	8,	0,	0,	0,	0,	1,	0,	0,	0,	3,	1,	0,	2,	0,	0,	1,	0,	1,	0,	0,	11,	0,	0,	0,	0,	0,	1,	1,	1,	2,	1,	0,	0,	0,	0,	0,	0,	2,	1,	1,	0,	2,	0,	1,	0,	0,	0,	0,	0,	0,	0,	0,	2,	2,	0,	0,	0,	0,	0,	0,	1,	
V 1  0  0  1  1  0  1  1  0  1  0  1 ,	5,	3,	0,	2,	0,	5,	1,	0,	3,	0,	0,	2,	0,	3,	0,	0,	0,	3,	1,	1,	1,	0,	0,	1,	1,	1,	12,	14,	1,	1,	0,	1,	1,	2,	1,	0,	2,	1,	1,	0,	7,	1,	2,	0,	11,	2,	0,	0,	2,	7,	2,	1,	1,	1,	0,	0,	2,	2,	0,	0,	0,	0,	2,	0,	
V 1  1  1  0  0  0  0  1  0  0  0  0 ,	65,	16919,	2,	22,	17,	1,	663,	1,	472,	209,	1,	1,	26334,	6,	1,	55,	6,	8,	159,	51,	2,	0,	1,	701,	11,	9,	7,	29,	3,	4,	1,	36,	20,	6,	1,	2,	8,	0,	1325,	959,	446,	9,	8,	76,	29,	2,	4,	1,	5,	7,	55,	28,	12,	2,	0,	1911,	657,	20,	29,	6,	0,	4,	3,	17,	
V 1  1  0  0  0  0  0  1  0  1  1  0 ,	38,	3,	1,	57,	4,	1,	3,	2,	6,	5,	17,	2,	15,	7,	18,	11,	4,	6,	3,	4,	0,	3,	2,	47,	0,	3,	1,	2,	2,	3,	6,	4,	10,	38,	3,	0,	5,	2,	1,	3,	9,	4,	7,	1,	6,	1,	4,	2,	7,	6,	1,	7,	1,	20,	1,	13,	23,	1,	3,	1,	2,	22,	3,	9,	
V 1  0  1  1  1  0  0  1  0  0  1  1 ,	7,	4,	0,	6,	0,	0,	2,	0,	4,	3,	0,	0,	11,	1,	1,	1,	0,	0,	0,	3,	0,	0,	1,	13,	3,	0,	1,	0,	1,	3,	0,	1,	4,	2,	0,	0,	2,	1,	5,	0,	6,	1,	2,	0,	2,	1,	0,	1,	0,	1,	0,	3,	2,	3,	0,	6,	6,	0,	0,	0,	0,	1,	2,	0,	
V 1  1  0  0  0  1  0  0  1  0  1  1 ,	22,	0,	2,	69,	5,	4,	1,	3,	2,	5,	41,	4,	2,	3,	146,	14,	0,	1,	0,	0,	2,	14,	6,	17,	3,	0,	1,	3,	0,	2,	3,	1,	3,	103,	2,	0,	4,	11,	2,	1,	3,	2,	3,	1,	3,	9,	4,	3,	4,	3,	0,	3,	0,	100,	0,	2,	12,	0,	1,	1,	2,	16,	5,	10,	
V 0  0  0  1  0  0  0  1  1  1  1  0 ,	41,	2,	2,	57,	3,	7,	0,	5,	1,	2,	197,	12,	1,	23,	1637,	4,	2,	4,	4,	1,	27,	25,	59,	15,	2,	0,	3,	5,	2,	3,	35,	1,	6,	340,	12,	4,	16,	234,	0,	0,	2,	5,	15,	2,	3,	76,	3,	46,	15,	8,	1,	10,	0,	245,	2,	1,	4,	1,	0,	2,	5,	36,	11,	7,	
V 0  1  1  1  1  0  0  0  0  0  0  1 ,	44,	401,	1,	25,	8,	0,	18,	1,	66,	46,	0,	0,	2030,	2,	0,	29,	2,	7,	17,	15,	2,	4,	1,	232,	2,	1,	0,	3,	0,	4,	0,	7,	10,	4,	1,	0,	4,	0,	68,	37,	37,	9,	3,	3,	6,	1,	1,	0,	4,	2,	5,	5,	4,	7,	0,	274,	249,	1,	7,	3,	1,	8,	4,	8,	
V 1  0  0  0  1  0  0  1  0  1  0  1 ,	23,	2,	5,	11,	2,	20,	1,	1,	2,	2,	14,	7,	2,	7,	12,	0,	4,	6,	2,	2,	11,	1,	25,	6,	2,	1,	19,	8,	3,	6,	18,	1,	10,	13,	15,	0,	9,	12,	1,	0,	5,	4,	13,	3,	16,	15,	3,	12,	29,	4,	1,	12,	1,	6,	2,	2,	1,	3,	5,	2,	15,	6,	9,	7,	
V 1  0  1  0  1  0  1  1  0  1  1  1 ,	2,	0,	2,	1,	0,	3,	1,	0,	3,	0,	0,	1,	0,	1,	2,	1,	0,	2,	0,	0,	0,	0,	4,	0,	0,	0,	1,	3,	1,	0,	1,	0,	1,	1,	0,	0,	1,	0,	2,	0,	2,	2,	0,	0,	3,	0,	2,	3,	0,	5,	1,	0,	0,	0,	1,	0,	1,	0,	1,	0,	1,	1,	1,	1,	
V 0  1  0  1  0  0  1  1  1  0  1  0 ,	13,	2,	1,	4,	0,	3,	1,	0,	1,	2,	5,	1,	1,	2,	1,	0,	1,	3,	2,	4,	1,	0,	3,	4,	0,	0,	1,	2,	1,	2,	1,	2,	6,	6,	3,	1,	3,	1,	2,	1,	0,	3,	6,	1,	10,	0,	0,	1,	3,	2,	2,	2,	0,	4,	2,	3,	3,	0,	1,	1,	1,	5,	1,	0,	
V 0  0  1  1  0  0  0  1  0  0  0  1 ,	41,	69,	4,	15,	8,	3,	11,	3,	23,	19,	8,	2,	146,	2,	2,	15,	2,	10,	14,	14,	2,	0,	3,	88,	3,	1,	2,	13,	2,	2,	0,	9,	15,	10,	6,	1,	3,	1,	30,	20,	37,	7,	9,	6,	17,	4,	1,	4,	10,	15,	7,	11,	11,	7,	1,	71,	49,	2,	11,	5,	2,	15,	3,	7,	
V 0  1  0  1  1  1  1  1  0  0  1  0 ,	2,	5,	5,	0,	1,	25,	41,	0,	1,	1,	1,	0,	3,	2,	1,	0,	2,	0,	1,	3,	1,	0,	1,	1,	0,	0,	1857,	617,	1,	1,	0,	2,	9,	0,	3,	0,	2,	0,	7,	0,	78,	2,	7,	1,	169,	2,	0,	0,	29,	17,	93,	10,	0,	0,	3,	0,	0,	1,	1,	1,	9,	1,	2,	1,	
V 1  0  1  1  0  1  0  1  0  0  1  0 ,	13,	168,	0,	4,	0,	1,	29,	0,	24,	6,	0,	0,	145,	1,	2,	2,	1,	5,	6,	10,	3,	2,	2,	51,	0,	1,	1,	7,	0,	3,	0,	7,	15,	0,	1,	1,	2,	1,	44,	17,	61,	3,	2,	3,	16,	3,	1,	1,	0,	1,	8,	8,	1,	0,	2,	27,	8,	2,	5,	0,	1,	0,	3,	1,	
V 1  0  0  0  0  1  1  1  0  0  1  1 ,	4,	0,	9,	3,	0,	65,	4,	1,	2,	1,	4,	4,	3,	4,	2,	0,	2,	4,	2,	0,	17,	0,	9,	3,	1,	3,	172,	27,	1,	2,	10,	4,	5,	10,	7,	0,	4,	5,	0,	0,	8,	1,	14,	4,	40,	7,	1,	2,	30,	16,	2,	6,	3,	1,	2,	1,	4,	1,	0,	1,	36,	2,	12,	1,	
V 0  1  0  0  0  1  0  1  0  1  0  1 ,	16,	5,	7,	10,	2,	18,	1,	2,	4,	1,	18,	3,	1,	7,	15,	2,	2,	7,	1,	3,	17,	1,	27,	4,	0,	1,	25,	7,	2,	3,	16,	3,	10,	19,	15,	0,	4,	21,	1,	4,	5,	6,	22,	2,	17,	13,	2,	12,	31,	7,	3,	9,	3,	12,	1,	0,	0,	1,	0,	4,	14,	6,	15,	4,	
V 1  1  1  0  0  1  0  0  1  1  1  0 ,	17,	2,	2,	77,	2,	0,	0,	0,	2,	5,	9,	0,	6,	0,	28,	14,	1,	2,	0,	7,	1,	7,	2,	29,	0,	0,	0,	1,	0,	0,	0,	1,	6,	30,	1,	0,	2,	2,	2,	0,	3,	2,	1,	0,	2,	0,	2,	2,	0,	0,	0,	0,	0,	37,	2,	4,	21,	1,	0,	0,	0,	12,	0,	15,	
